"","SP500","FTSE100"
"3260",1283.62,2016.96
"3261",1296.34,2050.32
"3262",1258.22,1952.93
"3263",1229.19,1967.91
"3264",1187.07,1929.7
"3265",1222.59,1994.7
"3266",1247.28,1977.87
"3267",1288.12,2048.42
"3268",1292.94,2087.98
"3269",1286.09,2039.28
"3270",1258.36,2063.49
"3271",1309.04,2022.53
"3272",1324.32,2098.36
"3273",1322.36,2099.58
"3274",1353.63,2146.56
"3275",1334.7,2118.45
"3276",1351.82,2120.32
"3277",1370.85,2154.28
"3278",1339.79,2132.47
"3279",1349.88,2132.47
"3280",1331.2,2161.57
"3281",1307.28,2076.36
"3282",1307.28,2044.92
"3283",1304.86,2053.66
"3284",1304.86,2031.11
"3285",1250.68,1957.16
"3286",1273.03,1957.17
"3287",1252.77,1949.42
"3288",1273.88,1996.18
"3289",1286.79,1974.41
"3290",1296.23,2029.37
"3291",1296.25,2047.3
"3292",1264.42,1986.15
"3293",1268.57,1948.77
"3294",1270.45,1966.39
"3295",1245.39,1957.1
"3296",1239.7,1880.7
"3297",1202.46,1855.46
"3298",1205.42,1878.12
"3299",1188.76,1819.38
"3300",1168.22,1786.18
"3301",1197.56,1799.15
"3302",1219.6,1874.29
"3303",1180.28,1901.84
"3304",1163.04,1811.57
"3305",1209.59,1848.39
"3306",1181.32,1901.11
"3307",1168.57,1888.98
"3308",1142.36,1856.58
"3309",1120.52,1840.59
"3310",1139.9,1816.03
"3311",1108.91,1822.03
"3312",1147.8,1839.02
"3313",1192.63,1924.75
"3314",1201.37,1914.16
"3315",1258.24,2010.9
"3316",1228.01,1976.31
"3317",1255.42,2031.33
"3318",1262.84,2011.78
"3319",1284.73,2013.35
"3320",1271.08,2006.1
"3321",1279.63,1951.89
"3322",1260.17,1999.04
"3323",1281.81,1973.41
"3324",1271.2,1992.59
"3325",1259.79,1917.32
"3326",1272.25,1950.96
"3327",1265.41,1969
"3328",1287.13,1948.19
"3329",1297.69,2018.61
"3330",1307.8,2020.89
"3331",1320.04,2000.59
"3332",1290.15,1989.64
"3333",1278.94,1966.88
"3334",1252.42,1957.62
"3335",1262.14,1991.48
"3336",1261.97,1966.99
"3337",1293.21,1978.59
"3338",1301.28,1997.38
"3339",1287.79,2009.28
"3340",1282.61,1999.77
"3341",1307.61,2000.24
"3342",1335.75,2046.72
"3343",1331.17,2039.5
"3344",1334.52,2013.6
"3345",1306.79,1988.57
"3346",1343.47,2024.62
"3347",1343.47,2044.75
"3348",1339.89,2036.94
"3349",1337.34,2029.55
"3350",1317.65,1991.01
"3351",1313.53,1978.64
"3352",1297.8,1970.73
"3353",1305.99,1961.47
"3354",1277.05,1922.6
"3355",1294.91,1918.24
"3356",1295.91,1942.64
"3357",1291.16,1923.31
"3358",1273.83,1895.33
"3359",1303.85,1947.09
"3360",1293.26,1910.31
"3361",1276.36,1875.09
"3362",1266.79,1878.14
"3363",1283.26,1901.83
"3364",1285.6,1924.81
"3365",1278.58,1927.37
"3366",1278.58,1927.37
"3367",1274.56,1927.37
"3368",1254.66,1872.8
"3369",1260.42,1907.64
"3370",1261.18,1927.07
"3371",1261.18,1927.07
"3372",1303.17,1961.03
"3373",1302.55,1958.83
"3374",1331.82,1957.08
"3375",1323.17,1935.57
"3376",1304.95,1919.96
"3377",1330.31,1924.44
"3378",1330.29,1944.08
"3379",1328.5,1931.43
"3380",1336.25,1930.12
"3381",1317.18,1901.9
"3382",1312.01,1898.99
"3383",1293.63,1869.03
"3384",1293.63,1848.51
"3385",1273.31,1828
"3386",1260.16,1799.89
"3387",1273.04,1772.57
"3388",1235.84,1763.55
"3389",1215.86,1703.41
"3390",1231.74,1707.88
"3391",1240.31,1704.92
"3392",1212.23,1751.35
"3393",1228.14,1745.84
"3394",1234.78,1805.52
"3395",1217.4,1756.94
"3396",1211.04,1800.31
"3397",1203.58,1760.33
"3398",1191.46,1761.37
"3399",1200.51,1751.54
"3400",1190.83,1795.65
"3401",1176.15,1769.94
"3402",1174.43,1767.35
"3403",1199.61,1767.88
"3404",1199.61,1807.26
"3405",1223.11,1825.45
"3406",1214.66,1793.21
"3407",1203.18,1807.4
"3408",1219.1,1826.94
"3409",1196.71,1814.55
"3410",1205.32,1775.16
"3411",1189.98,1768.03
"3412",1204.11,1756.51
"3413",1209.71,1798.68
"3414",1200.6,1812.99
"3415",1182.17,1783.8
"3416",1193.87,1755.92
"3417",1182.82,1751.92
"3418",1192.62,1720.47
"3419",1161.85,1693.1
"3420",1152.15,1701.32
"3421",1157.61,1624.17
"3422",1197.56,1722.93
"3423",1199.55,1779.71
"3424",1242.09,1839.23
"3425",1247.39,1851.58
"3426",1258.37,1866.2
"3427",1260.77,1866.32
"3428",1289.74,1913.6
"3429",1244.31,1855.22
"3430",1259.44,1864.48
"3431",1252.59,1880.79
"3432",1250.71,1849.02
"3433",1243.51,1838.85
"3434",1221.46,1791.62
"3435",1236.3,1827.07
"3436",1268.82,1863.87
"3437",1262.43,1872.63
"3438",1265.9,1894.14
"3439",1267.49,1954.45
"3440",1265.57,1921.16
"3441",1247.99,1918.18
"3442",1256.04,1889.29
"3443",1251.4,1891.68
"3444",1275.82,1912.21
"3445",1283.96,1945.71
"3446",1268.28,1916.63
"3447",1287.99,1933.69
"3448",1287.99,1933.69
"3449",1285.72,1933.69
"3450",1313.63,1947.85
"3451",1324.68,1972.64
"3452",1313.75,1939.11
"3453",1295.57,1924.77
"3454",1318.85,1959.61
"3455",1323.26,1953.43
"3456",1322.07,1952.9
"3457",1321.39,1930.1
"3458",1341.28,1966.14
"3459",1336.24,1966.14
"3460",1347.54,1992.9
"3461",1340.87,1987.71
"3462",1327.42,1955.83
"3463",1346.68,1975.98
"3464",1363.61,1984.99
"3465",1359.74,1991.19
"3466",1355.76,1981.54
"3467",1366.59,1999.52
"3468",1363.32,2018.43
"3469",1329.38,1964.75
"3470",1327.87,1979.84
"3471",1333.33,1962.45
"3472",1345.53,1989.4
"3473",1347.49,1984.12
"3474",1347.49,1984.12
"3475",1373.86,1990.37
"3476",1376.57,2031.44
"3477",1371.51,2037.3
"3478",1391.72,2019.61
"3479",1396.7,2060.09
"3480",1403.29,2053.33
"3481",1424.9,2060.1
"3482",1430.63,2048.96
"3483",1427.27,2072.2
"3484",1410.21,2061.36
"3485",1423.11,2053.34
"3486",1441.86,2072.48
"3487",1443.41,2078.03
"3488",1429.11,2064.48
"3489",1461.15,2073.86
"3490",1462.48,2092.56
"3491",1460.32,2101.53
"3492",1438.09,2063.79
"3493",1439.54,2078.12
"3494",1419.24,2042.02
"3495",1421.86,2028.56
"3496",1410.09,2032.85
"3497",1425.82,2019.76
"3498",1411.97,2032.84
"3499",1409.48,2014.51
"3500",1421.03,1980.9
"3501",1437.61,2002.75
"3502",1425.97,2011.72
"3503",1425.97,2010.07
"3504",1453.07,2036.69
"3505",1458.51,2036.11
"3506",1450.51,2027.41
"3507",1430.96,2014.45
"3508",1444.7,2029.13
"3509",1453,2063.89
"3510",1448.02,2051.32
"3511",1438.85,2038.63
"3512",1421.11,2028.35
"3513",1437.89,2036.66
"3514",1416.88,2022.2
"3515",1430.35,2039.94
"3516",1431.1,2043.46
"3517",1420.96,2075.02
"3518",1445.7,2065.81
"3519",1442.58,2074.63
"3520",1432.31,2068.73
"3521",1429.91,2072.26
"3522",1434.33,2080.19
"3523",1419.64,2050.87
"3524",1423.51,2051.69
"3525",1398.42,2062.18
"3526",1401.01,2038.27
"3527",1411.26,2050.86
"3528",1416.3,2077.01
"3529",1421.01,2091.47
"3530",1435.17,2095.93
"3531",1426.55,2101.81
"3532",1435.96,2130.54
"3533",1436.43,2135.32
"3534",1449.65,2147.78
"3535",1453.45,2137.07
"3536",1450.61,2125.5
"3537",1454.98,2128.59
"3538",1440.17,2129.8
"3539",1441.11,2129.8
"3540",1445.5,2105.34
"3541",1445.84,2120.25
"3542",1454.7,2116
"3543",1462.3,2097.4
"3544",1462.3,2119.26
"3545",1482.61,2119.22
"3546",1489.25,2149.1
"3547",1491.77,2142.4
"3548",1482.24,2146.62
"3549",1497.22,2164.21
"3550",1484.93,2150
"3551",1467.29,2144.53
"3552",1475.72,2139.54
"3553",1478.94,2137.33
"3554",1473.43,2148.99
"3555",1494.5,2168.18
"3556",1489.7,2166.54
"3557",1509.47,2177.51
"3558",1504.74,2148.39
"3559",1485.16,2133.83
"3560",1494.19,2130.58
"3561",1465.66,2139.22
"3562",1457.09,2121.94
"3563",1448.03,2099.19
"3564",1462.2,2091.92
"3565",1446.77,2065.95
"3566",1479.23,2105.58
"3567",1482.36,2125.72
"3568",1496.32,2158.53
"3569",1502.86,2156.55
"3570",1510.05,2157.49
"3571",1502.65,2155.87
"3572",1509.86,2178.75
"3573",1509,2177.3
"3574",1519.6,2203.22
"3575",1525.6,2188.95
"3576",1521.95,2207.32
"3577",1526.8,2192.6
"3578",1511.18,2194.77
"3579",1518.97,2196.57
"3580",1520.93,2198.98
"3581",1498.28,2165.29
"3582",1503.26,2142.35
"3583",1496.19,2141.73
"3584",1499.43,2147.95
"3585",1522.21,2158.87
"3586",1524.41,2156.33
"3587",1523.12,2174.16
"3588",1528.62,2167.42
"3589",1540.71,2190.16
"3590",1532.34,2188.98
"3591",1530.54,2175.83
"3592",1539.75,2186.33
"3593",1533.02,2212.97
"3594",1524.26,2195.22
"3595",1523.47,2196.89
"3596",1541.49,2212.77
"3597",1541.3,2213.68
"3598",1529.84,2225.81
"3599",1520.07,2196.39
"3600",1506.32,2204.4
"3601",1518.51,2190.8
"3602",1505.76,2180.99
"3603",1508.21,2186.58
"3604",1532.69,2218.65
"3605",1535.49,2221.88
"3606",1542.39,2216.27
"3607",1542.39,2211.58
"3608",1542.07,2202.2
"3609",1559.5,2236.39
"3610",1554.42,2220.63
"3611",1552.09,2227.6
"3612",1559.47,2220.59
"3613",1547.52,2214.92
"3614",1558.96,2211.28
"3615",1545.68,2221.29
"3616",1544.31,2198.91
"3617",1562.23,2196.82
"3618",1566.5,2205.13
"3619",1557.66,2205.31
"3620",1568.02,2197.68
"3621",1570.15,2208.93
"3622",1588.9,2230.76
"3623",1588.19,2238.38
"3624",1594.43,2244.32
"3625",1598.93,2252.89
"3626",1596.05,2255.41
"3627",1596.05,2255.41
"3628",1598.74,2255.41
"3629",1619.16,2261.9
"3630",1619.59,2268.44
"3631",1622.94,2271.89
"3632",1622.94,2271.89
"3633",1618.05,2288.8
"3634",1638.1,2290.36
"3635",1640.31,2286.28
"3636",1644.6,2270.28
"3637",1652.83,2281.04
"3638",1638.14,2266.89
"3639",1646.03,2258.43
"3640",1637.33,2253.62
"3641",1650.96,2264.49
"3642",1653.21,2261.79
"3643",1664.57,2277.93
"3644",1664.57,2293.29
"3645",1663.03,2283.71
"3646",1676.07,2290.26
"3647",1670.73,2272.8
"3648",1667.26,2264.69
"3649",1687.44,2256.91
"3650",1670.91,2257.68
"3651",1648.44,2268.47
"3652",1657.09,2239.74
"3653",1652.73,2229.15
"3654",1658.79,2224.42
"3655",1659.92,2229.1
"3656",1646.29,2233.11
"3657",1649.35,2225.94
"3658",1670.14,2235.27
"3659",1666.16,2251.36
"3660",1674.55,2236.4
"3661",1693.03,2232.09
"3662",1684.92,2222.79
"3663",1675.86,2240.2
"3664",1675.86,2238.22
"3665",1692.22,2265.32
"3666",1684.89,2260.64
"3667",1678.01,2297.62
"3668",1673.71,2297.35
"3669",1669.2,2302.07
"3670",1666.42,2288.05
"3671",1673.34,2295.86
"3672",1675.63,2300.11
"3673",1675.7,2288.05
"3674",1691.9,2310.86
"3675",1681.88,2312.45
"3676",1685.17,2307.13
"3677",1690.83,2324.43
"3678",1693.76,2318.32
"3679",1679.74,2321.72
"3680",1670.07,2315.73
"3681",1645.79,2322.57
"3682",1621.21,2271.42
"3683",1641.42,2282.73
"3684",1617.91,2254.92
"3685",1627.03,2263.08
"3686",1646.29,2284.69
"3687",1644.21,2254.48
"3688",1625.84,2264.67
"3689",1604.8,2221.62
"3690",1602.67,2213.8
"3691",1598.85,2210.23
"3692",1625.01,2243.15
"3693",1623.36,2234.89
"3694",1644.75,2260.13
"3695",1651.43,2263.25
"3696",1650.42,2252.78
"3697",1659.16,2265.64
"3698",1673.4,2293.84
"3699",1686.24,2301.59
"3700",1683.23,2297.54
"3701",1672.14,2295.67
"3702",1670.36,2306.45
"3703",1670.36,2306.45
"3704",1679.02,2306.45
"3705",1655.99,2319.86
"3706",1654.17,2305.2
"3707",1655.15,2315.52
"3708",1663.62,2331.85
"3709",1665.39,2336.44
"3710",1639.49,2348.16
"3711",1648.31,2334.25
"3712",1671.63,2350.69
"3713",1672.62,2349.72
"3714",1665.19,2350.7
"3715",1668.98,2352.67
"3716",1646.2,2328.48
"3717",1634.16,2325.94
"3718",1624.51,2310.58
"3719",1639.46,2310.58
"3720",1642.5,2340.19
"3721",1645.65,2352
"3722",1634.75,2324.53
"3723",1612.31,2315.37
"3724",1595.38,2262.25
"3725",1607.94,2292.91
"3726",1611.15,2274.65
"3727",1610.05,2295.72
"3728",1609.12,2289.53
"3729",1592.23,2269.54
"3730",1603.14,2275.41
"3731",1599.29,2307.52
"3732",1600.06,2285.28
"3733",1606.49,2286.69
"3734",1609.22,2285.37
"3735",1635.14,2279.76
"3736",1638.16,2290.71
"3737",1647.65,2298.63
"3738",1646.8,2286.79
"3739",1646.8,2286.79
"3740",1647.57,2282.66
"3741",1653.66,2285.77
"3742",1641.43,2292.29
"3743",1650.07,2302.13
"3744",1676.48,2321.33
"3745",1679.21,2328.17
"3746",1663.38,2320.99
"3747",1671.01,2319.24
"3748",1671.01,2318.13
"3749",1655,2291.88
"3750",1664.92,2305.03
"3751",1667.23,2322.17
"3752",1665.02,2323.29
"3753",1669.39,2329.76
"3754",1662.46,2327.89
"3755",1668.55,2310.47
"3756",1682.75,2320.29
"3757",1678.07,2328.8
"3758",1668.93,2324.08
"3759",1667.61,2336.81
"3760",1671.84,2333.57
"3761",1678.83,2309.5
"3762",1661.53,2289.14
"3763",1656.33,2280.18
"3764",1656.33,2278.05
"3765",1642.84,2261.21
"3766",1646.36,2255.72
"3767",1632.88,2267.49
"3768",1638.42,2273.74
"3769",1640.73,2256.55
"3770",1641.96,2255.4
"3771",1636.62,2263.2
"3772",1629.58,2246.72
"3773",1621.81,2245.95
"3774",1621.08,2236.57
"3775",1632.52,2246.03
"3776",1610.88,2266.02
"3777",1615.27,2229.24
"3778",1599.62,2239.64
"3779",1596.48,2219.3
"3780",1612.33,2238.87
"3781",1613.5,2255.17
"3782",1621.35,2287.5
"3783",1623.26,2284.59
"3784",1630.48,2285.96
"3785",1620.28,2293.18
"3786",1619,2284.93
"3787",1592.64,2287.68
"3788",1568.07,2248.55
"3789",1569.96,2236.38
"3790",1590.35,2255.28
"3791",1586.43,2243.55
"3792",1567.95,2251.85
"3793",1570.44,2238.02
"3794",1591.94,2263.32
"3795",1595.57,2267.75
"3796",1615.72,2270.11
"3797",1609.97,2273.96
"3798",1620.47,2277.37
"3799",1616.68,2296.2
"3800",1617.46,2297.32
"3801",1630.48,2300.55
"3802",1630.68,2322.62
"3803",1634.83,2341.51
"3804",1622.28,2341.51
"3805",1629.83,2325.45
"3806",1632.82,2348.01
"3807",1651.14,2356.63
"3808",1644.25,2373.45
"3809",1644.25,2380.2
"3810",1655.65,2381.17
"3811",1648.52,2377.98
"3812",1651.65,2367.35
"3813",1659.84,2371
"3814",1663.1,2378.02
"3815",1666.82,2371.3
"3816",1655.1,2374.23
"3817",1659.78,2378.42
"3818",1667.25,2396.42
"3819",1657.88,2390.44
"3820",1668.39,2405.53
"3821",1645.17,2397.61
"3822",1637.82,2385.09
"3823",1640.4,2390.21
"3824",1630.67,2370.95
"3825",1640.62,2384.57
"3826",1647.79,2395.93
"3827",1647.48,2386.89
"3828",1672.49,2433.31
"3829",1678.1,2444.85
"3830",1677.09,2458.11
"3831",1688.83,2457.89
"3832",1672.08,2453.89
"3833",1659.51,2453.99
"3834",1662.84,2447.01
"3835",1659.07,2427.39
"3836",1647.13,2420.84
"3837",1631.81,2418.02
"3838",1639.08,2414.56
"3839",1647.69,2416.56
"3840",1631.74,2431.53
"3841",1632.49,2412.17
"3842",1636.76,2412.69
"3843",1620.85,2411.67
"3844",1619.48,2385.1
"3845",1643.57,2394.93
"3846",1665.01,2419.44
"3847",1668.55,2426.09
"3848",1672.65,2416.37
"3849",1673.1,2442.28
"3850",1673.16,2452.43
"3851",1692.22,2467.58
"3852",1719.64,2472.71
"3853",1726.34,2478.73
"3854",1724.59,2466.6
"3855",1724.08,2467.17
"3856",1722.67,2478.13
"3857",1738.32,2500.32
"3858",1754.33,2509.25
"3859",1753.99,2514.05
"3860",1741.72,2496.92
"3861",1751.57,2510.78
"3862",1753.97,2515.71
"3863",1734.45,2492.44
"3864",1744.71,2477.91
"3865",1744.31,2482.77
"3866",1751.55,2475.33
"3867",1751.55,2493.17
"3868",1753.09,2486.93
"3869",1747.34,2491.25
"3870",1740.33,2466.81
"3871",1766.9,2484.79
"3872",1765.37,2492.93
"3873",1766.63,2491.2
"3874",1765.33,2478.03
"3875",1745.83,2481.14
"3876",1754.75,2468.32
"3877",1764.35,2460.17
"3878",1762.51,2463.12
"3879",1778.54,2485.57
"3880",1785.51,2478.2
"3881",1789.14,2481.17
"3882",1785.51,2484.87
"3883",1772.19,2464.73
"3884",1772.87,2482.7
"3885",1788.93,2483.72
"3886",1795.66,2507.25
"3887",1796.49,2512.65
"3888",1796.49,2518.09
"3889",1788.76,2518.09
"3890",1801.58,2518.09
"3891",1801.71,2530.3
"3892",1801.98,2530.45
"3893",1799.55,2527.41
"3894",1784.96,2527.41
"3895",1764.3,2544.55
"3896",1758.07,2523.73
"3897",1764.63,2533.29
"3898",1762.12,2548.96
"3899",1768.17,2541.93
"3900",1757.51,2530.38
"3901",1764.72,2511.93
"3902",1749.48,2520.72
"3903",1759.98,2531.47
"3904",1759.98,2545.06
"3905",1777.03,2533.11
"3906",1760.28,2530.8
"3907",1746.61,2521.6
"3908",1735.42,2522.88
"3909",1729.33,2527.74
"3910",1736.25,2543.85
"3911",1744.72,2545.98
"3912",1745.58,2549.28
"3913",1740.96,2538.49
"3914",1755.68,2548.72
"3915",1767.79,2577.03
"3916",1773.63,2582.3
"3917",1769.26,2578.1
"3918",1788.82,2595.56
"3919",1786.92,2615.69
"3920",1788.16,2623.91
"3921",1773.28,2624.82
"3922",1780.8,2629.86
"3923",1793.54,2653.1
"3924",1794.98,2651.85
"3925",1801.06,2660.83
"3926",1801.59,2662.07
"3927",1787.41,2664.28
"3928",1788.65,2664.14
"3929",1788.65,2666.06
"3930",1762.76,2651.34
"3931",1772.76,2631.54
"3932",1787.34,2622.89
"3933",1804.17,2641.2
"3934",1792.63,2621.02
"3935",1802.79,2637.88
"3936",1802.92,2635.64
"3937",1803.51,2647.24
"3938",1820.88,2658.58
"3939",1825.7,2653.79
"3940",1817.12,2645.2
"3941",1798.79,2642.31
"3942",1802.2,2624.34
"3943",1789.01,2634.91
"3944",1799.14,2631.19
"3945",1785.61,2644.53
"3946",1771.35,2621.4
"3947",1774.55,2613.17
"3948",1773.72,2613.8
"3949",1764.98,2619.2
"3950",1747.03,2621.21
"3951",1748.28,2607.16
"3952",1746.62,2613.56
"3953",1746.62,2613.56
"3954",1750.88,2613.56
"3955",1737.94,2611.68
"3956",1762.09,2603.74
"3957",1760.89,2600.36
"3958",1749.45,2610.8
"3959",1754.43,2601.62
"3960",1762.32,2626.14
"3961",1766.69,2629.73
"3962",1777.35,2645.46
"3963",1762.52,2648.99
"3964",1762.56,2643.46
"3965",1772.43,2629.08
"3966",1751.77,2636.99
"3967",1734.25,2628.79
"3968",1705.26,2600.21
"3969",1710.27,2565.92
"3970",1720.43,2581.04
"3971",1697.74,2565.03
"3972",1731.27,2563.74
"3973",1719.66,2579.52
"3974",1734.56,2587.81
"3975",1719.09,2577.52
"3976",1726.21,2549.27
"3977",1707.13,2549.68
"3978",1727.49,2555.8
"3979",1735.43,2555.8
"3980",1733.95,2587.5
"3981",1755.92,2599.29
"3982",1751.47,2609.87
"3983",1749.65,2618.67
"3984",1760.87,2614.09
"3985",1742.06,2604.6
"3986",1750.26,2600.04
"3987",1732.89,2609.57
"3988",1725.15,2605.96
"3989",1742.74,2604.73
"3990",1755.1,2612.39
"3991",1773.01,2642.31
"3992",1781.28,2649.4
"3993",1778.59,2654.28
"3994",1785.46,2663.9
"3995",1785.79,2659.97
"3996",1779.81,2654.54
"3997",1791.41,2667.03
"3998",1793.34,2662.42
"3999",1793.34,2662.42
"4000",1782.46,2650.5
"4001",1799.15,2679.9
"4002",1802.19,2676.67
"4003",1789.83,2673.67
"4004",1792.14,2663.52
"4005",1791.89,2687.5
"4006",1788.3,2678.17
"4007",1797.72,2681.1
"4008",1793.51,2692.43
"4009",1798.07,2703.13
"4010",1802.73,2701.2
"4011",1806.78,2686.73
"4012",1813.35,2700.37
"4013",1822.35,2717.84
"4014",1821.06,2714.82
"4015",1817.36,2720.25
"4016",1817.8,2730.02
"4017",1798.49,2738.1
"4018",1784.77,2719.14
"4019",1783.45,2700.17
"4020",1800.07,2725.26
"4021",1797.73,2735.83
"4022",1784.99,2737.98
"4023",1789.85,2763.6
"4024",1789.85,2776.09
"4025",1805.68,2779.2
"4026",1791.05,2801.73
"4027",1795.55,2763.49
"4028",1816.52,2803.07
"4029",1827.91,2808.54
"4030",1832.15,2795.03
"4031",1833.98,2810.58
"4032",1838.8,2817.97
"4033",1840.93,2802.53
"4034",1830.75,2793.63
"4035",1843.07,2786.83
"4036",1852.02,2794.52
"4037",1839.8,2797.93
"4038",1849.81,2808.76
"4039",1842.84,2824.24
"4040",1846.04,2816.45
"4041",1854.72,2820.45
"4042",1865.64,2824.04
"4043",1851.37,2830.46
"4044",1853.13,2835.04
"4045",1866.28,2854.66
"4046",1868.06,2863.13
"4047",1854.3,2854.12
"4048",1840.19,2853.7
"4049",1835.37,2869.57
"4050",1847.76,2879.99
"4051",1845.16,2894.89
"4052",1858.43,2884.71
"4053",1847.31,2877.83
"4054",1852.78,2876.99
"4055",1830.98,2865.21
"4056",1832.82,2854.35
"4057",1831.09,2841.74
"4058",1832.29,2865.09
"4059",1835.32,2868.23
"4060",1829.11,2858.41
"4061",1817.22,2846.12
"4062",1821.45,2835.56
"4063",1810.52,2820.67
"4064",1821.56,2820.67
"4065",1815.97,2835.63
"4066",1834.48,2857.82
"4067",1836.37,2874.86
"4068",1831.06,2873.96
"4069",1831.06,2879.89
"4070",1854.23,2891.39
"4071",1859,2896.15
"4072",1852,2882.59
"4073",1866.74,2892.58
"4074",1865.45,2901.11
"4075",1851.87,2881.09
"4076",1845.84,2887.66
"4077",1846.76,2907.1
"4078",1862.11,2920.3
"4079",1851.74,2932.06
"4080",1837.2,2924.87
"4081",1820.49,2900.14
"4082",1827.54,2908.81
"4083",1828.54,2923.84
"4084",1829.05,2945.19
"4085",1829.13,2942.07
"4086",1831.32,2968.31
"4087",1847.62,2959.36
"4088",1849.33,2959.08
"4089",1846.17,2971.96
"4090",1827.96,2968.11
"4091",1801.4,2932.47
"4092",1794.04,2902.51
"4093",1800.71,2897.07
"4094",1787.8,2903.69
"4095",1784.22,2907
"4096",1773.6,2886.6
"4097",1772.36,2845.03
"4098",1787.01,2850.31
"4099",1792.33,2856.54
"4100",1774.32,2844.33
"4101",1801.01,2793.11
"4102",1774.02,2791.07
"4103",1776.73,2779.21
"4104",1806.59,2814.6
"4105",1802.3,2800.83
"4106",1794.56,2825.71
"4107",1776,2801.35
"4108",1805.56,2817.92
"4109",1818.5,2874.07
"4110",1812.11,2888.69
"4111",1830.43,2899.99
"4112",1838.86,2939.66
"4113",1839.16,2935.14
"4114",1843.27,2955.29
"4115",1837.8,2955.35
"4116",1841,2946.76
"4117",1856.9,2937.92
"4118",1862.56,2960.43
"4119",1861.25,2963.11
"4120",1854.28,2946.64
"4121",1857.97,2942.43
"4122",1875.49,2958.72
"4123",1883.99,2979.79
"4124",1893.93,2979.27
"4125",1903.66,2989.71
"4126",1910.39,3002.79
"4127",1910.39,2991.56
"4128",1914.4,2998.52
"4129",1898.37,2973.29
"4130",1898.74,2980.69
"4131",1887.28,2944.85
"4132",1910.23,2979.03
"4133",1910.86,3001.82
"4134",1906.42,2992.21
"4135",1908.89,3007.62
"4136",1899.69,3002.59
"4137",1897.57,3003.83
"4138",1902.92,2996.39
"4139",1904.59,2987.74
"4140",1915.3,2990.86
"4141",1923.43,2998.55
"4142",1920.85,2984.54
"4143",1915.4,3004.25
"4144",1904.21,3008.68
"4145",1903.81,3013.11
"4146",1908.65,3034.8
"4147",1917.16,3040.01
"4148",1918.25,3039.18
"4149",1918.25,3039.18
"4150",1899.93,3039.18
"4151",1902.74,3054.91
"4152",1897.2,3063.36
"4153",1887.94,3052.73
"4154",1887.94,3052.73
"4155",1918.96,3086.79
"4156",1926.39,3105.15
"4157",1926.44,3092.43
"4158",1945.01,3114.49
"4159",1952.13,3114.32
"4160",1951.53,3091.16
"4161",1958.56,3114.37
"4162",1946.28,3116.33
"4163",1948.64,3103.22
"4164",1948.64,3119.09
"4165",1941.57,3096.66
"4166",1934.21,3078.14
"4167",1944.98,3094.2
"4168",1909.35,3082.88
"4169",1912.91,3076.67
"4170",1917.54,3061.92
"4171",1914.28,3100.36
"4172",1928.17,3110.26
"4173",1943.34,3145.18
"4174",1945.66,3141.37
"4175",1937.93,3130.73
"4176",1941.75,3153.21
"4177",1924.67,3123.67
"4178",1914.5,3130.22
"4179",1916.04,3137.31
"4180",1900.58,3123.41
"4181",1917.84,3115.89
"4182",1915.1,3161.42
"4183",1920,3137.13
"4184",1914.02,3153.13
"4185",1933.46,3152.46
"4186",1940.68,3154.08
"4187",1955.06,3174.46
"4188",1951.83,3183.88
"4189",1951.83,3193.03
"4190",1945.45,3190.14
"4191",1960.26,3201.37
"4192",1953.37,3181.56
"4193",1956.14,3194.88
"4194",1963.58,3203.26
"4195",1943.19,3157.3
"4196",1959.76,3189.42
"4197",1956.6,3183.37
"4198",1953.74,3197.4
"4199",1940.2,3218.76
"4200",1936.68,3196.68
"4201",1941.17,3183.91
"4202",1931.73,3207.43
"4203",1945.92,3235.9
"4204",1950.39,3260.53
"4205",1970.65,3259.3
"4206",1979.21,3270.12
"4207",1982.76,3285.58
"4208",1985.69,3288.95
"4209",1982.4,3284.74
"4210",1970.5,3284.48
"4211",1982.4,3298.6
"4212",1977.29,3289.05
"4213",1979.24,3314.42
"4214",1977.19,3279.23
"4215",1964.47,3259.19
"4216",1979.51,3273.22
"4217",1975.6,3303.99
"4218",1967.38,3276.16
"4219",1971.92,3308.96
"4220",1984.47,3298.19
"4221",1993.21,3321.46
"4222",1989.87,3322.32
"4223",1969.3,3311.58
"4224",1971.03,3334.04
"4225",1956.11,3306.29
"4226",1958.49,3297.78
"4227",1960.01,3313.46
"4228",1960.01,3313.46
"4229",1954.25,3313.46
"4230",1988.18,3321.66
"4231",1991.84,3348.92
"4232",1994.23,3344.32
"4233",1993.99,3372.55
"4234",1989.2,3353.84
"4235",1979.51,3347.19
"4236",1985.28,3358.56
"4237",1992.39,3334.18
"4238",1993.79,3313.89
"4239",1985.55,3313.89
"4240",1997.75,3346.3
"4241",1989.97,3307.93
"4242",1996.74,3322.72
"4243",2017.34,3352.91
"4244",2015.84,3339.34
"4245",2016.59,3360.56
"4246",2013.99,3354.59
"4247",1988.56,3331.78
"4248",1966.27,3260.14
"4249",1971.45,3221.08
"4250",1967.79,3223.78
"4251",1935.18,3132.56
"4252",1922.32,3130.4
"4253",1930.27,3122.55
"4254",1922.72,3053.75
"4255",1914.38,3134.33
"4256",1917.48,3084.22
"4257",1939.52,3134.25
"4258",1950.87,3196.8
"4259",1950.87,3196.8
"4260",1920.09,3120.08
